origin_country_name,dispatch_country_name,commodity_code,steel_product_group,tonnes,value,active_months,origin_dispatch_different
Italy,Norway,72284090,Other alloy bars rods and sections,8.225,25605,3,True
Denmark,Netherlands,72051000,Granules and powders,8.216000000000001,32204,2,True
Sweden,Poland,72192210,Stainless steel flat products,8.209,95658,1,True
Slovenia,Germany,72201100,Stainless steel flat products under 600mm,8.208,63385,6,True
Japan,Japan,72169900,Angles shapes and sections,8.203,74008,19,False
Romania,Italy,72222039,Stainless steel bars sections and wire,8.197000000000001,63986,12,True
India,Italy,72112900,Flat products under 600mm,8.192,10172,1,True
Austria,Germany,72171039,Wire,8.185,11173,3,True
Spain,Italy,72155011,Other bars and rods,8.177,7905,1,True
Slovenia,Czechia,72279095,Alloy bars and rods hot-rolled,8.14,11396,1,True
France,Italy,72109030,Coated or plated flat products,8.136,22003,1,True
Spain,Germany,72163299,Angles shapes and sections,8.121,19035,1,True
Spain,Romania,72202081,Stainless steel flat products under 600mm,8.120000000000001,38966,3,True
China,Hong Kong,72222029,Stainless steel bars sections and wire,8.119,42298,1,True
Germany,France,72172010,Wire,8.115,13464,1,True
United States,Belgium,72230019,Stainless steel wire,8.112,170714,6,True
China,Taiwan,72193590,Stainless steel flat products,8.112,8986,1,True
Slovenia,Slovenia,72269970,Other alloy flat products under 600mm,8.109,28158,3,False
Unknown / not supplied,Ireland,72283070,Other alloy bars rods and sections,8.105,10405,23,True
France,Netherlands,72085390,Hot-rolled flat products,8.1,9827,1,True
Unknown / not supplied,Bulgaria,72141000,Other bars and rods,8.099,7440,1,True
Austria,Germany,72281020,Other alloy bars rods and sections,8.087,180784,23,True
Czechia,Czechia,72139910,Hot-rolled bars and rods,8.078,5544,2,False
Sweden,Netherlands,72085120,Hot-rolled flat products,8.073,8414,1,True
BZ,France,72283061,Other alloy bars rods and sections,8.062999999999999,65274,2,True
South Africa,South Africa,72172090,Wire,8.054,5709,3,False
Germany,Denmark,72091690,Cold-rolled flat products,8.05,23038,2,True
Italy,Germany,72169180,Angles shapes and sections,8.049,66676,20,True
Belgium,Belgium,72166900,Angles shapes and sections,8.032,17435,1,False
Ireland,Ireland,72169900,Angles shapes and sections,8.011,56716,12,False
Poland,Germany,72149931,Other bars and rods,8.01,24619,3,True
Hong Kong,Hong Kong,72224090,Stainless steel bars sections and wire,8.003,32211,4,False
Finland,Germany,72201100,Stainless steel flat products under 600mm,8.002,25121,5,True
Estonia,Estonia,72022990,Ferro-alloys,8.0,57825,1,False
Spain,Estonia,72029980,Ferro-alloys,8.0,57066,1,True
United Kingdom,Sweden,72052900,Granules and powders,8.0,13089,2,True
Germany,Spain,72166110,Angles shapes and sections,8.0,15768,1,True
Canada,China,72282091,Other alloy bars rods and sections,8.0,7182,1,True
Unknown / not supplied,Ireland,72092710,Cold-rolled flat products,8.0,3170,2,True
Indonesia,Malaysia,72193410,Stainless steel flat products,7.998,15556,1,True
South Africa,South Africa,72192110,Stainless steel flat products,7.992,28798,1,False
Spain,Spain,72285020,Other alloy bars rods and sections,7.992,647980,23,False
Italy,France,72193510,Stainless steel flat products,7.984,29744,5,True
Spain,Germany,72230019,Stainless steel wire,7.979,14357,2,True
Malaysia,Malaysia,72193490,Stainless steel flat products,7.978,8417,1,False
Germany,Netherlands,72285069,Other alloy bars rods and sections,7.9270000000000005,20721,6,True
Belgium,Italy,72202041,Stainless steel flat products under 600mm,7.926,26450,5,True
Finland,Netherlands,72254090,Other alloy flat products,7.92,7537,1,True
India,Netherlands,72230091,Stainless steel wire,7.92,226505,14,True
Romania,Germany,72149971,Other bars and rods,7.904,10723,3,True
Finland,Ireland,72193390,Stainless steel flat products,7.897,27706,4,True
Sweden,Germany,72193390,Stainless steel flat products,7.896999999999999,27244,2,True
Romania,France,72085198,Hot-rolled flat products,7.888,10112,2,True
Germany,France,72221910,Stainless steel bars sections and wire,7.886000000000001,38293,2,True
France,Portugal,72221181,Stainless steel bars sections and wire,7.882,20428,1,True
Germany,Italy,72193410,Stainless steel flat products,7.879,38819,7,True
Thailand,Netherlands,72202049,Stainless steel flat products under 600mm,7.877000000000001,9326,2,True
Italy,France,72285069,Other alloy bars rods and sections,7.871,17501,6,True
France,Belgium,72169110,Angles shapes and sections,7.856,34092,2,True
Japan,Japan,72284010,Other alloy bars rods and sections,7.838,255967,3,False
Taiwan,Taiwan,72071980,Semi-finished steel,7.832,1429950,16,False
Romania,Romania,72222031,Stainless steel bars sections and wire,7.825,84870,5,False
Germany,Germany,72241090,Alloy steel ingots and semi-finished,7.821,16826,4,False
Netherlands,Netherlands,72222031,Stainless steel bars sections and wire,7.805,81056,9,False
Belgium,Belgium,72163211,Angles shapes and sections,7.804,31288,4,False
Italy,Italy,72209080,Stainless steel flat products under 600mm,7.797000000000001,78333,9,False
Brazil,Netherlands,72222029,Stainless steel bars sections and wire,7.789,170057,4,True
Italy,France,72089080,Hot-rolled flat products,7.782,13704,2,True
China,India,72223051,Stainless steel bars sections and wire,7.777,21226,1,True
South Korea,Thailand,72104900,Coated or plated flat products,7.742,14993,1,True
China,France,72285080,Other alloy bars rods and sections,7.7410000000000005,17747,3,True
Czechia,Czechia,72163291,Angles shapes and sections,7.73,32963,1,False
Germany,Norway,72222029,Stainless steel bars sections and wire,7.721,25282,4,True
Turkey,Ireland,72163110,Angles shapes and sections,7.719,17889,3,True
Poland,Poland,72109080,Coated or plated flat products,7.718,19073,4,False
Germany,Norway,72230019,Stainless steel wire,7.712000000000001,31588,4,True
Spain,Belgium,72285061,Other alloy bars rods and sections,7.71,12649,1,True
Unknown / not supplied,Ireland,72099080,Cold-rolled flat products,7.703,71706,21,True
Luxembourg,Germany,72163211,Angles shapes and sections,7.698,7227,3,True
Germany,Germany,72221990,Stainless steel bars sections and wire,7.697,36130,10,False
Germany,Spain,72193310,Stainless steel flat products,7.695,13048,1,True
Canada,Canada,72287090,Other alloy bars rods and sections,7.686,434076,7,False
Unknown / not supplied,Ireland,72143000,Other bars and rods,7.681,5730,4,True
Spain,Netherlands,72221181,Stainless steel bars sections and wire,7.674,33683,2,True
China,Germany,72155080,Other bars and rods,7.664,9504,2,True
Austria,Austria,72299090,Alloy steel wire,7.647,28003,8,False
Mexico,Switzerland,72230011,Stainless steel wire,7.647,30650,4,True
Germany,Finland,72166110,Angles shapes and sections,7.645,15952,1,True
Austria,Austria,72052100,Granules and powders,7.64,294012,8,False
Czechia,France,72151000,Other bars and rods,7.63,7197,1,True
Japan,Denmark,72171039,Wire,7.627,18126,9,True
Czechia,Italy,72149931,Other bars and rods,7.62,11601,3,True
Spain,Italy,72193490,Stainless steel flat products,7.615,13076,1,True
Italy,Italy,72249014,Alloy steel ingots and semi-finished,7.596,11874,1,False
South Korea,Hong Kong,72026000,Ferro-alloys,7.59,44765,2,True
China,Hong Kong,72202021,Stainless steel flat products under 600mm,7.589,32664,1,True
Czechia,Czechia,72179020,Wire,7.589,9331,1,False
Finland,Finland,72201100,Stainless steel flat products under 600mm,7.582,23698,4,False
Italy,Italy,72071114,Semi-finished steel,7.5809999999999995,14959,2,False
India,Belgium,72104900,Coated or plated flat products,7.565,7149,1,True
Finland,Belgium,72085291,Hot-rolled flat products,7.562,11704,1,True
Czechia,Germany,72163310,Angles shapes and sections,7.558,7793,1,True
Poland,Germany,72121010,Coated flat products under 600mm,7.547000000000001,39216,5,True
Poland,Poland,72222031,Stainless steel bars sections and wire,7.544,33975,11,False
Indonesia,United Arab Emirates,72085120,Hot-rolled flat products,7.54,5095,1,True
France,France,72286020,Other alloy bars rods and sections,7.514,12246,4,False
Germany,France,72193510,Stainless steel flat products,7.513,81833,1,True
Finland,France,72193410,Stainless steel flat products,7.513,54991,15,True
Denmark,Germany,72071912,Semi-finished steel,7.511,7686,1,True
Portugal,France,72169110,Angles shapes and sections,7.503,30134,1,True
South Africa,Latvia,72192300,Stainless steel flat products,7.5,10463,1,True
Belgium,Germany,72085299,Hot-rolled flat products,7.4990000000000006,10086,3,True
KW,KW,72199080,Stainless steel flat products,7.47,48,1,False
Netherlands,France,72193410,Stainless steel flat products,7.469,21937,1,True
Greece,Romania,72166190,Angles shapes and sections,7.462,13655,1,True
Greece,Greece,72166190,Angles shapes and sections,7.462,13823,1,False
Sweden,Poland,72191100,Stainless steel flat products,7.46,55304,10,True
United Kingdom,Germany,72230019,Stainless steel wire,7.458,50879,8,True
United States,Germany,72193590,Stainless steel flat products,7.457,146628,4,True
Turkey,Turkey,72169110,Angles shapes and sections,7.417,14467,3,False
Spain,Netherlands,72149931,Other bars and rods,7.406000000000001,12904,4,True
Austria,Germany,72286080,Other alloy bars rods and sections,7.405,18281,9,True
Finland,Poland,72202041,Stainless steel flat products under 600mm,7.404,19188,2,True
France,Netherlands,72089080,Hot-rolled flat products,7.4030000000000005,23417,3,True
Germany,Romania,72292000,Alloy steel wire,7.403,18144,10,True
Japan,Japan,72254012,Other alloy flat products,7.402,30058,2,False
Slovenia,Slovenia,72283069,Other alloy bars rods and sections,7.4,11223,1,False
Finland,Germany,72201200,Stainless steel flat products under 600mm,7.399,23465,4,True
Switzerland,Switzerland,72052900,Granules and powders,7.390000000000001,97856,11,False
United States,MZ,72223051,Stainless steel bars sections and wire,7.39,60001,1,True
Spain,France,72222081,Stainless steel bars sections and wire,7.382,31956,2,True
Germany,Germany,72029300,Ferro-alloys,7.359,197028,4,False
Brazil,Brazil,72042900,Ferrous waste and scrap,7.357,80323,1,False
United States,Belgium,72249002,Alloy steel ingots and semi-finished,7.35,80603,1,True
Netherlands,Belgium,72202041,Stainless steel flat products under 600mm,7.344,13307,1,True
Germany,Italy,72269200,Other alloy flat products under 600mm,7.342,30244,2,True
France,Ireland,72259200,Other alloy flat products,7.34,5347,2,True
Belgium,Finland,72089080,Hot-rolled flat products,7.328,7610,1,True
Denmark,Poland,72072080,Semi-finished steel,7.324,70591,18,True
Sweden,Sweden,72230091,Stainless steel wire,7.32,130027,9,False
Finland,France,72202041,Stainless steel flat products under 600mm,7.318,16694,2,True
Italy,Netherlands,72085390,Hot-rolled flat products,7.314,14607,3,True
Norway,Sweden,72107080,Coated or plated flat products,7.305,12075,1,True
Germany,Norway,72283089,Other alloy bars rods and sections,7.295,17266,2,True
Norway,Italy,72071980,Semi-finished steel,7.295,51293,2,True
South Korea,South Korea,72222021,Stainless steel bars sections and wire,7.28,64325,1,False
Germany,Norway,72285069,Other alloy bars rods and sections,7.272,23892,5,True
Italy,Switzerland,72222019,Stainless steel bars sections and wire,7.271,25924,1,True
Spain,France,72199080,Stainless steel flat products,7.2700000000000005,37175,3,True
Italy,Netherlands,72111400,Flat products under 600mm,7.27,11381,1,True
United Kingdom,Germany,72163310,Angles shapes and sections,7.267,5712,1,True
Slovenia,Portugal,72222081,Stainless steel bars sections and wire,7.257000000000001,35515,2,True
Italy,France,72288000,Other alloy bars rods and sections,7.254,29797,3,True
Germany,Germany,72109030,Coated or plated flat products,7.251,119483,11,False
Unknown / not supplied,Ireland,72222081,Stainless steel bars sections and wire,7.25,19051,25,True
Portugal,Netherlands,72299090,Alloy steel wire,7.25,5230,2,True
Sweden,Germany,72283069,Other alloy bars rods and sections,7.239,17421,5,True
China,Hong Kong,72192400,Stainless steel flat products,7.2379999999999995,17748,2,True
Netherlands,France,72189920,Stainless steel ingots and semi-finished,7.236,121866,4,True
Spain,Spain,72143000,Other bars and rods,7.231,8208,2,False
Germany,Denmark,72193310,Stainless steel flat products,7.221,89508,10,True
France,Norway,72221119,Stainless steel bars sections and wire,7.22,18796,3,True
South Africa,South Africa,72202021,Stainless steel flat products under 600mm,7.216,17144,1,False
United States,United States,72149950,Other bars and rods,7.210999999999999,126488,3,False
Slovakia,Slovakia,72085120,Hot-rolled flat products,7.202,14380,1,False
Slovenia,Poland,72201100,Stainless steel flat products under 600mm,7.2010000000000005,41133,6,True
Finland,Sweden,72255080,Other alloy flat products,7.2,7344,1,True
Romania,Romania,72193410,Stainless steel flat products,7.2,41390,2,False
Sweden,Finland,72111300,Flat products under 600mm,7.2,6022,1,True
Belgium,Germany,72085191,Hot-rolled flat products,7.2,5703,1,True
Romania,Netherlands,72202041,Stainless steel flat products under 600mm,7.189,15596,3,True
Germany,Netherlands,72269200,Other alloy flat products under 600mm,7.188,21904,4,True
Unknown / not supplied,Belgium,72149931,Other bars and rods,7.182,6009,1,True
India,Spain,72230099,Stainless steel wire,7.167,31898,8,True
United States,United States,72149110,Other bars and rods,7.16,59593,11,False
Czechia,France,72124080,Coated flat products under 600mm,7.158,28681,3,True
Spain,Ireland,72085299,Hot-rolled flat products,7.154,15469,7,True
United States,Canada,72193410,Stainless steel flat products,7.1530000000000005,453303,3,True
Belgium,France,72201100,Stainless steel flat products under 600mm,7.153,68317,11,True
Italy,France,72222029,Stainless steel bars sections and wire,7.15,29035,2,True
United States,United States,72287090,Other alloy bars rods and sections,7.15,69604,9,False
China,Netherlands,72285020,Other alloy bars rods and sections,7.147,21539,4,True
France,Italy,72192210,Stainless steel flat products,7.132,65380,5,True
Indonesia,China,72193490,Stainless steel flat products,7.128,14125,1,True
Italy,Turkey,72222021,Stainless steel bars sections and wire,7.124,22914,1,True
Czechia,Netherlands,72111300,Flat products under 600mm,7.109999999999999,6676,3,True
Germany,Portugal,72221111,Stainless steel bars sections and wire,7.106,28106,2,True
Turkey,Ireland,72163291,Angles shapes and sections,7.105,20249,3,True
United Kingdom,Sweden,72269200,Other alloy flat products under 600mm,7.1,10200,1,True
Sweden,Sweden,72171050,Wire,7.1,13965,1,False
Hungary,Netherlands,72089080,Hot-rolled flat products,7.089,18667,9,True
Romania,Romania,72085299,Hot-rolled flat products,7.067,38182,2,False
Belgium,Netherlands,72141000,Other bars and rods,7.06,6740,1,True
Finland,Netherlands,72085400,Hot-rolled flat products,7.059,7230,2,True
Germany,Denmark,72222019,Stainless steel bars sections and wire,7.051,19064,1,True
Germany,France,72285069,Other alloy bars rods and sections,7.043,29951,5,True
Poland,Poland,72189920,Stainless steel ingots and semi-finished,7.042,108429,7,False
Belgium,Belgium,72151000,Other bars and rods,7.033,6717,1,False
Czechia,Czechia,72283049,Other alloy bars rods and sections,7.028,8293,1,False
Romania,Germany,72149931,Other bars and rods,7.026,12011,5,True
Taiwan,France,72283069,Other alloy bars rods and sections,7.024,52906,3,True
